;H2O_sew;NH4_sew;PO4_sew;COD_sol;X_TSS_sew;COD_part;H2O_sew2
182,30902777777777;-57283198928,83301;-2357343,396444339;-380389,502608064;-8465005,83268649;-12441044,392917622;-18102164,807653952;57283200000,00001
182,3125;-57283198928,83301;-2350742,856176041;-379324,4154284069;-8441303,892632151;-12396177,600699458;-18025863,562848248;57283200000,00001
182,31597222222223;-57283198928,83301;-2344102,375065892;-378252,8832492692;-8417458,528645705;-12353620,967441471;-17954854,83425714;57283200000,00001
182,31944444444446;-57283198928,83301;-2337419,113135653;-377174,4478014351;-8393459,542623483;-12313203,9600347;-17888768,720289685;57283200000,00001
182,32291666666666;-57283198928,83301;-2330695,555774975;-376089,5101364167;-8369315,859373778;-12274802,275019435;-17827319,2372875;57283200000,00001
182,32638888888889;-57283198928,83301;-2323934,0248673186;-374998,4449217721;-8345035,81656901;-12238299,786480747;-17770239,215583164;57283200000,00001
182,32986111111111;-57283198928,83301;-2317136,6907836907;-373901,60237645946;-8320627,207814164;-12203587,946197608;-17717278,919429716;57283200000,00001
182,33333333333334;-57283198928,83301;-2312085,280796162;-373086,4884921082;-8302488,053768037;-12166957,989146832;-17651434,49575627;57283200000,00001
182,33680555555554;-57283198928,83301;-2306924,211387007;-372253,6795647219;-8283955,122707892;-12132096,29007372;-17590038,034338962;57283200000,00001
182,34027777777777;-57283198928,83301;-2301659,6014438947;-371404,1629602651;-8265050,387003079;-12098904,181925556;-17532841,343266945;57283200000,00001
182,34375;-57283198928,83301;-2296300,535592726;-370539,4046070082;-8245806,468719337;-12067308,99915748;-17479645,19606306;57283200000,00001
182,34722222222223;-57283198928,83301;-2290850,7998164184;-369660,0154249224;-8226236,962977143;-12037212,794309905;-17430211,427917246;57283200000,00001
182,35069444444446;-57283198928,83301;-2285313,332373884;-368766,4695421496;-8206352,42079713;-12008522,283687051;-17384315,610994775;57283200000,00001
182,35416666666666;-57283198928,83301;-2279692,8687132;-367859,5310878119;-8186169,846742856;-11981161,59283788;-17341766,779079676;57283200000,00001
182,35763888888889;-57283198928,83301;-2273995,3150927606;-366940,1531172411;-8165710,449651281;-11955066,174407313;-17302395,731957227;57283200000,00001
182,36111111111111;-57283198928,83301;-2268223,2925151456;-366008,7585649442;-8144983,6413043905;-11930161,614958355;-17266022,44594272;57283200000,00001
182,36458333333334;-57283198928,83301;-2262380,728516014;-365065,98119235697;-8124003,52512569;-11906385,10790297;-17232488,81739007;57283200000,00001
182,36805555555554;-57283198928,83301;-2256471,3159948266;-364112,4168991654;-8102783,361981427;-11883677,59880211;-17201646,187975045;57283200000,00001
182,37152777777777;-57283198928,83301;-2250498,528850855;-363148,62624638807;-8081335,626328074;-11861983,535324916;-17173354,715265013;57283200000,00001
182,375;-57283198928,83301;-2248019,023950706;-362748,52431931865;-8072431,949641175;-11865003,225675618;-17183161,215786897;57283200000,00001
182,37847222222223;-57283198928,83301;-2245311,373972812;-362311,60807288566;-8062709,024720555;-11867890,09481994;-17193747,25379836;57283200000,00001
182,38194444444446;-57283198928,83301;-2242203,6827803818;-361810,1397213799;-8051549,588165917;-11870824,14007449;-17205783,908107493;57283200000,00001
182,38541666666666;-57283198928,83301;-2238895,222698883;-361276,2745718653;-8039669,208782355;-11873615,289885186;-17218498,782516524;57283200000,00001
182,38888888888889;-57283198928,83301;-2235396,3668388487;-360711,68646717793;-8027105,135466778;-11876272,922483942;-17231857,432022415;57283200000,00001
182,39236111111111;-57283198928,83301;-2231716,064586076;-360117,8195127533;-8013889,504650006;-11878805,986613087;-17245830,39567989;57283200000,00001
182,39583333333334;-57283198928,83301;-2227864,400505497;-359496,3009906599;-8000058,529087927;-11881221,405633302;-17260383,53067213;57283200000,00001
182,39930555555554;-57283198928,83301;-2223852,265285261;-358848,88826194;-7985651,316251624;-11883524,8248386;-17275479,4173521;57283200000,00001
182,40277777777777;-57283198928,83301;-2219686,9895200944;-358176,7642180153;-7970694,189640343;-11885723,244507931;-17291093,82515657;57283200000,00001
182,40625;-57283198928,83301;-2215376,8516082307;-357481,2646913282;-7955216,87622956;-11887822,34065593;-17307198,72411893;57283200000,00001
182,40972222222223;-57283198928,83301;-2210929,6135272877;-356763,6421828123;-7939247,248575263;-11889827,435217736;-17323767,83282975;57283200000,00001
182,41319444444446;-57283198928,83301;-2206352,5572732463;-356025,0717418194;-7922811,455663024;-11891743,521033091;-17340776,495057408;57283200000,00001
182,41666666666666;-57283198928,83301;-2210514,8897013827;-356696,7208381777;-7937758,013018605;-11942086,445507271;-17427937,07854587;57283200000,00001
182,42013888888889;-57283198928,83301;-2214135,1155866566;-357280,8936514833;-7950757,91506118;-11990232,902431102;-17512589,37111874;57283200000,00001
182,42361111111111;-57283198928,83301;-2217607,876256512;-357841,27094139176;-7963228,282921116;-12041732,87867494;-17604572,913767952;57283200000,00001
182,42708333333334;-57283198928,83301;-2220510,695359104;-358309,6803874918;-7973652,042425879;-12090635,75014006;-17693335,53321359;57283200000,00001
182,43055555555554;-57283198928,83301;-2222878,210985817;-358691,711318166;-7982153,575812712;-12137091,216981277;-17779056,473893885;57283200000,00001
182,43402777777777;-57283198928,83301;-2224742,7260227264;-358992,5762445762;-7988848,879808881;-12181235,969244506;-17861896,978235174;57283200000,00001
182,4375;-57283198928,83301;-2226135,0576170785;-359217,24793366494;-7993848,615988603;-12223211,576607494;-17942033,52084326;57283200000,00001
182,44097222222223;-57283198928,83301;-2227083,9920531646;-359370,37144494243;-7997256,153281821;-12263157,925577294;-18019646,45510721;57283200000,00001
182,44444444444446;-57283198928,83301;-2227615,7584487465;-359456,1792042296;-7999165,678065956;-12301187,30302896;-18094869,338506076;57283200000,00001
182,44791666666666;-57283198928,83301;-2227755,0272775223;-359478,6521288729;-7999665,779769288;-12337413,07477872;-18167843,51381131;57283200000,00001
182,45138888888889;-57283198928,83301;-2227524,7413602755;-359441,4923558627;-7998838,84397554;-12371940,667728258;-18238700,42567672;57283200000,00001
182,45486111111111;-57283198928,83301;-2226946,2552365563;-359348,14573135343;-7996761,552894911;-12404868,21030574;-18307562,41913061;57283200000,00001
182,45833333333334;-57283198928,83301;-2231250,324116852;-360042,66593703744;-8012217,072965061;-12493702,892072394;-18476513,56994159;57283200000,00001
182,46180555555554;-57283198928,83301;-2234984,480211991;-360645,2229432984;-8025626,088033966;-12578512,97671114;-18639156,80219721;57283200000,00001
182,46527777777777;-57283198928,83301;-2238516,6895475974;-361215,1930860895;-8038309,930648191;-12668043,032826532;-18812323,11701821;57283200000,00001
182,46875;-57283198928,83301;-2241470,392970809;-361691,81341119856;-8048916,411122447;-12753167,458579078;-18978421,40602721;57283200000,00001
182,47222222222223;-57283198928,83301;-2243878,5726466216;-362080,4060407048;-8057563,965412866;-12834079,94143268;-19137735,29763866;57283200000,00001
182,47569444444446;-57283198928,83301;-2245772,5858942475;-362386,0309056627;-8064365,19480207;-12910945,069308853;-19290493,84891857;57283200000,00001
182,47916666666666;-57283198928,83301;-2247184,988400878;-362613,94131014176;-8069437,0038031535;-12984019,110247234;-19437112,12704668;57283200000,00001
182,48263888888889;-57283198928,83301;-2248146,689699809;-362769,124928833;-8072890,385740223;-13053599,285519129;-19578096,122787397;57283200000,00001
182,48611111111111;-57283198928,83301;-2248684,2514676657;-362855,8678504644;-8074820,721179344;-13119837,020331943;-19713664,790222216;57283200000,00001
182,48958333333334;-57283198928,83301;-2248823,48347036;-362878,33483271726;-8075320,690643563;-13182935,709086588;-19844147,66325608;57283200000,00001
182,49305555555554;-57283198928,83301;-2248588,302935398;-362840,385246394;-8074476,178722567;-13243083,831995428;-19969850,112243854;57283200000,00001
182,49652777777777;-57283198928,83301;-2248000,896314308;-362745,5991779906;-8072366,85494683;-13300456,229854448;-20091055,40934046;57283200000,00001
182,5;-57283198928,83301;-2249738,4905570257;-363025,9837035201;-8078606,39790932;-13404720,605520096;-20302354,72335789;57283200000,00001
182,50347222222223;-57283198928,83301;-2251031,159430313;-363234,5734535279;-8083248,254317944;-13504296,296015255;-20505469,176379114;57283200000,00001
182,50694444444446;-57283198928,83301;-2251986,901232975;-363388,7954262302;-8086680,236245683;-13608456,01642082;-20719357,69702682;57283200000,00001
182,51041666666666;-57283198928,83301;-2252506,054062344;-363472,5678146056;-8088544,466860233;-13707673,42484567;-20924502,250414044;57283200000,00001
182,51388888888889;-57283198928,83301;-2252614,6045702365;-363490,0839192882;-8088934,261865848;-13802148,442215666;-21121226,639046118;57283200000,00001
182,51736111111111;-57283198928,83301;-2252337,9330584863;-363445,439198074;-8087940,7596191075;-13892045,970812032;-21309783,779317062;57283200000,00001
182,52083333333334;-57283198928,83301;-2251700,156853989;-363342,5253105301;-8085650,563248415;-13977652,590288796;-21490684,992461205;57283200000,00001
182,52430555555554;-57283198928,83301;-2250722,608231023;-363184,784510006;-8082140,275011399;-14059311,840799052;-21664570,443877663;57283200000,00001
182,52777777777777;-57283198928,83301;-2249426,594235025;-362975,6549788336;-8077486,406571223;-14137181,048944743;-21831691,8706358;57283200000,00001
182,53125;-57283198928,83301;-2247831,229284188;-362718,2210890394;-8071757,596065944;-14211487,694574095;-21992455,25218245;57283200000,00001
182,53472222222223;-57283198928,83301;-2245954,2277609752;-362415,3412977938;-8065017,454232593;-14282442,595771866;-22147236,831996337;57283200000,00001
182,53819444444446;-57283198928,83301;-2243812,0245589386;-362069,6675992833;-8057324,997279821;-14350241,343481632;-22296385,67793424;57283200000,00001
182,54166666666666;-57283198928,83301;-2239685,0595012265;-361403,7255104252;-8042505,44093622;-14438843,33919839;-22495394,50772661;57283200000,00001
182,54513888888889;-57283198928,83301;-2235736,7102935296;-360766,6055246378;-8028327,277872218;-14523610,62331554;-22685790,19667655;57283200000,00001
182,54861111111111;-57283198928,83301;-2232283,8327938216;-360209,43665536674;-8015928,3086687215;-14597740,60337629;-22852293,450526293;57283200000,00001
182,55208333333334;-57283198928,83301;-2228963,2738772966;-359673,6191938366;-8004004,483468473;-14669029,829910783;-23012416,09149689;57283200000,00001
182,55555555555554;-57283198928,83301;-2225766,873591031;-359157,836420371;-7992526,500622337;-14737653,489309965;-23166551,60551802;57283200000,00001
182,55902777777777;-57283198928,83301;-2222686,539835507;-358660,78256436606;-7981465,302136592;-14803785,311216984;-23315090,20652004;57283200000,00001
182,5625;-57283198928,83301;-2219716,91194348;-358181,5926090616;-7970801,638342495;-14867540,38403449;-23458290,39441761;57283200000,00001
182,56597222222223;-57283198928,83301;-2216854,320729662;-357719,6744813774;-7960522,333529239;-14928997,481664026;-23596329,103170715;57283200000,00001
182,56944444444446;-57283198928,83301;-2214092,474443151;-357274,01292150875;-7950604,794591312;-14988291,68198455;-23729509,73103133;57283200000,00001
182,57291666666666;-57283198928,83301;-2211426,862418903;-356843,88007214136;-7941032,824140602;-15045519,824663794;-23858049,78945389;57283200000,00001
182,57638888888889;-57283198928,83301;-2208853,218308773;-356428,58749982493;-7931791,102108773;-15100773,504119128;-23982155,00854264;57283200000,00001
182,57986111111111;-57283198928,83301;-2206367,504598529;-356027,4836965811;-7922865,130149259;-15154139,401922535;-24102020,083666075;57283200000,00001
182,58333333333334;-57283198928,83301;-2201185,145430368;-355191,2393762642;-7904255,749499951;-15217687,98820766;-24251902,46002897;57283200000,00001
182,58680555555554;-57283198928,83301;-2196176,463574556;-354383,0202586219;-7886270,028290447;-15279106,859567309;-24396761,8020072;57283200000,00001
182,59027777777777;-57283198928,83301;-2204331,8653102554;-355699,0055387006;-7915555,334523185;-15327098,878475076;-24466614,12354322;57283200000,00001
182,59375;-57283198928,83301;-2212270,9571179417;-356980,0862622136;-7944063,891468967;-15373817,98030389;-24534613,71591486;57283200000,00001
182,59722222222223;-57283198928,83301;-2220009,8718515965;-358228,86568514415;-7971853,630739816;-15419359,101913802;-24600898,75959932;57283200000,00001
182,60069444444446;-57283198928,83301;-2227566,743693499;-359448,2700050875;-7998989,670535738;-15463828,957363429;-24665624,57677107;57283200000,00001
182,60416666666666;-57283198928,83301;-2234946,684765663;-360639,1241326412;-8025490,368022145;-15507257,629910989;-24728834,95357361;57283200000,00001
182,60763888888889;-57283198928,83301;-2242146,708928032;-361800,9462133872;-8051345,000241565;-15549627,54704509;-24790504,3132393;57283200000,00001
182,61111111111111;-57283198928,83301;-2249180,009705089;-362935,8652024122;-8076600,943940994;-15591016,348580023;-24850745,660417564;57283200000,00001
182,61458333333334;-57283198928,83301;-2256051,1942659225;-364044,6245292742;-8101274,743045812;-15631451,146282127;-24909598,456249285;57283200000,00001
182,61805555555554;-57283198928,83301;-2262764,722025821;-365127,9437814396;-8125382,410910902;-15670958,182432232;-24967100,89634033;57283200000,00001
182,62152777777777;-57283198928,83301;-2269324,9100343883;-366186,519573731;-8148939,449668935;-15709562,86153314;-25023289,956911705;57283200000,00001
182,625;-57283198928,83301;-2274817,7084741867;-367072,8575037894;-8168663,589520939;-15748333,223528918;-25082542,16113981;57283200000,00001
182,62847222222223;-57283198928,83301;-2280186,1785648344;-367939,1333593258;-8187941,277573721;-15786226,026452444;-25140453,204060808;57283200000,00001
182,63194444444446;-57283198928,83301;-2284802,6556621003;-368684,06489093;-8204518,627150264;-15818810,962922964;-25190252,30861189;57283200000,00001
182,63541666666666;-57283198928,83301;-2289323,0790995304;-369413,4968546972;-8220751,056766491;-15850717,914354775;-25239015,25807158;57283200000,00001
182,63888888888889;-57283198928,83301;-2293755,103625486;-370128,6644486581;-8236666,053927876;-15882000,91101463;-25286824,626143984;57283200000,00001
182,64236111111111;-57283198928,83301;-2298107,781479249;-370831,0283750608;-8252296,124402754;-15912723,847217549;-25333778,06162082;57283200000,00001
182,64583333333334;-57283198928,83301;-2302382,703950454;-371520,845410187;-8267646,982367535;-15942897,95492039;-25379892,730145317;57283200000,00001
182,64930555555554;-57283198928,83301;-2306576,7080439283;-372197,6051616341;-8282707,269794106;-15972500,908441797;-25425134,511689585;57283200000,00001
182,65277777777777;-57283198928,83301;-2310696,2649456663;-372862,3518435054;-8297500,224123071;-16001578,383993294;-25469573,21257153;57283200000,00001
182,65625;-57283198928,83301;-2314742,8540451583;-373515,3241754688;-8312031,157707609;-16030140,823695928;-25513224,791339297;57283200000,00001
182,65972222222223;-57283198928,83301;-2318717,922209998;-374156,7556293408;-8326305,266117718;-16058198,440118205;-25556104,85571908;57283200000,00001
182,66319444444446;-57283198928,83301;-2322622,8845692;-374786,87455548486;-8340327,630953037;-16085761,22180508;-25598228,671065018;57283200000,00001
182,66666666666666;-57283198928,83301;-2326459,125276012;-375405,9043059021;-8354103,222582043;-16111466,85504251;-25635663,108624104;57283200000,00001
182,67013888888889;-57283198928,83301;-2330227,9982507983;-376014,0633541062;-8367636,902809682;-16136721,074944893;-25672440,164816696;57283200000,00001
182,67361111111111;-57283198928,83301;-2333675,386567532;-376570,346468852;-8380016,160856138;-16159821,111274635;-25706080,14013305;57283200000,00001
182,67708333333334;-57283198928,83301;-2337068,532242269;-377117,876793639;-8392200,638506327;-16182557,68202242;-25739190,810082477;57283200000,00001
182,68055555555554;-57283198928,83301;-2340408,8992590737;-377656,8905622597;-8404195,592793945;-16204940,596957851;-25771786,46037443;57283200000,00001
182,68402777777777;-57283198928,83301;-2343698,089583466;-378187,6462736958;-8416006,776231537;-16226980,59042771;-25803882,7231558;57283200000,00001
182,6875;-57283198928,83301;-2346936,940056755;-378710,2789637037;-8427637,193840165;-16248683,26988404;-25835487,76441149;57283200000,00001
182,69097222222223;-57283198928,83301;-2350125,7896788134;-379224,843334536;-8439088,062937556;-16270050,906875225;-25866604,89213768;57283200000,00001
182,69444444444446;-57283198928,83301;-2353265,95088125;-379731,5511649293;-8450364,096346306;-16291092,29565798;-25897246,913179096;57283200000,00001
182,69791666666666;-57283198928,83301;-2356358,2170094512;-380230,5304719798;-8461468,142897572;-16311812,752229678;-25927421,569082897;57283200000,00001
182,70138888888889;-57283198928,83301;-2359403,367669486;-380721,9070557583;-8472403,00208588;-16332217,500524176;-25957136,46732656;57283200000,00001
182,70486111111111;-57283198928,83301;-2362402,1689800923;-381205,8045399697;-8483171,424973963;-16352311,674100276;-25986399,083776742;57283200000,00001
182,70833333333334;-57283198928,83301;-2365355,37381977;-381682,3444118268;-8493776,115080077;-16364634,63405682;-25998305,3684532;57283200000,00001
182,71180555555554;-57283198928,83301;-2368263,722069105;-382151,64606115146;-8504219,729248146;-16376770,419063916;-26010030,80711212;57283200000,00001
182,71527777777777;-57283198928,83301;-2371127,94084841;-382613,8268187212;-8514504,878501104;-16388722,063206565;-26021578,33124721;57283200000,00001
182,71875;-57283198928,83301;-2373955,0181384534;-383070,01429052354;-8524656,656042622;-16400518,72552107;-26032976,1139426;57283200000,00001
182,72222222222223;-57283198928,83301;-2376742,6933016144;-383519,84369185177;-8534666,944128519;-16412150,97295137;-26044215,041101374;57283200000,00001
182,72569444444446;-57283198928,83301;-2379487,9266979108;-383962,82453534513;-8544524,827687949;-16423606,12186601;-26055282,85796273;57283200000,00001
182,72916666666666;-57283198928,83301;-2382191,409725925;-384399,0683875929;-8554232,789470363;-16434887,05729244;-26066182,35200292;57283200000,00001
182,73263888888889;-57283198928,83301;-2384856,234539445;-384829,0742097746;-8563801,933118915;-16446006,681988642;-26076925,989699963;57283200000,00001
182,73611111111111;-57283198928,83301;-2387480,5513870083;-385252,54351926775;-8573225,616344256;-16456957,277420197;-26087506,313505653;57283200000,00001
182,73958333333334;-57283198928,83301;-2390065,0195763274;-385669,58270436246;-8582506,20666045;-16467741,594707653;-26097925,981517117;57283200000,00001
182,74305555555554;-57283198928,83301;-2392610,2869770043;-386080,2963076535;-8591646,030508334;-16478362,337243294;-26108187,60571704;57283200000,00001
182,74652777777777;-57283198928,83301;-2395116,990231205;-386484,7870600357;-8600647,374012053;-16488822,161570216;-26118293,752823032;57283200000,00001
182,75;-57283198928,83301;-2399001,929662596;-387111,6750137376;-8614597,838333866;-16491720,946845593;-26106392,794599906;57283200000,00001
182,75347222222223;-57283198928,83301;-2402828,1351051605;-387729,0854374242;-8628337,39424126;-16494575,90718496;-26094671,75958012;57283200000,00001
182,75694444444446;-57283198928,83301;-2406596,557324072;-388337,1717500211;-8641869,455845531;-16497387,752010984;-26083127,735230085;57283200000,00001
182,76041666666666;-57283198928,83301;-2410314,979529955;-388937,18987869774;-8655221,971948477;-16500162,28884184;-26071736,878793407;57283200000,00001
182,76388888888889;-57283198928,83301;-2413981,087872184;-389528,7664521027;-8668386,633722844;-16502897,791175416;-26060506,278421678;57283200000,00001
182,76736111111111;-57283198928,83301;-2417591,7136572544;-390111,3901583299;-8681352,062678318;-16505591,894660294;-26049445,64095581;57283200000,00001
182,77083333333334;-57283198928,83301;-2421147,7578672217;-390685,20638312;-8694121,494159566;-16508245,27157298;-26038552,20636569;57283200000,00001
182,77430555555554;-57283198928,83301;-2424652,740937721;-391250,7831967688;-8706707,569730904;-16510860,548720704;-26027815,190298527;57283200000,00001
